Num_Orden;Fecha;Hora_Cobro;Mesa;Propina;Mesero_Fk;Cliente:Fk
1469;2014-02-14;15:07;10;0.12;3;1
1470;2014-04-21;17:16;11;0.15;2;2
1471;2014-11-28;18:28;8;0.2;5;1
1472;2014-02-19;22:48;12;0.16;6;2
1473;2014-10-22;22:04;16;0.16;8;1
1474;2014-09-12;18:43;11;0.2;5;1
1475;2014-06-02;16:33;14;0.06;3;1
1476;2015-01-12;20:38;10;0.17;4;1
1477;2014-02-03;20:52;2;0.11;7;1
1478;2014-07-08;13:55;7;0.09;2;2
1479;2014-03-01;23:16;16;0.06;9;1
1480;2014-11-10;22:04;15;0.06;1;2
1481;2015-01-30;22:48;1;0.2;5;1
1482;2014-05-11;14:52;11;0.07;7;1
1483;2014-08-09;13:12;13;0.09;8;2
1484;2014-09-18;0:00;14;0.08;7;1
1485;2014-04-09;17:31;7;0.08;7;2
1486;2014-02-21;23:45;5;0.15;2;2
1487;2014-10-22;22:04;10;0.12;3;1
1488;2014-11-14;18:28;5;0.2;5;1
1489;2014-10-27;20:09;2;0.11;3;1
1490;2014-08-08;13:26;1;0.06;9;1
1491;2014-03-13;19:26;14;0.16;1;2
1492;2015-01-23;21:07;3;0.2;5;1
1493;2014-02-03;14:24;8;0.16;8;1
1494;2014-04-05;16:04;15;0.09;3;1
1495;2014-11-20;22:04;3;0.1;3;2
1496;2014-08-30;16:33;5;0.05;3;1
1497;2014-02-06;16:33;3;0.05;1;2
1498;2014-02-12;22:19;13;0.07;3;1
1499;2014-08-30;17:16;11;0.1;4;1
1500;2014-08-18;16:19;10;0.06;8;1
1501;2015-01-10;0:00;5;0.2;5;1
1502;2014-04-20;14:09;14;0.09;4;2
1503;2014-12-14;15:07;10;0.09;1;1
1504;2014-07-11;15:21;15;0.06;6;2
1505;2014-03-31;14:09;3;0.16;7;1
1506;2014-03-15;13:26;1;0.14;6;1
1507;2014-03-14;19:12;8;0.13;3;1
1508;2015-01-05;16:48;13;0.17;6;2
1509;2014-06-21;15:36;2;0.05;8;1
1510;2014-05-18;15:36;8;0.07;7;1
1511;2014-09-22;19:12;10;0.13;3;1
1512;2014-05-27;13:12;15;0.06;2;1
1513;2015-01-23;22:19;12;0.2;5;1
1514;2014-09-01;20:52;2;0.13;2;2
1515;2014-11-12;15:07;14;0.05;7;1
1516;2014-03-27;18:28;9;0.09;2;1
1517;2014-06-08;18:28;12;0.17;9;1
1518;2015-01-20;19:26;3;0.09;7;1
1519;2014-12-20;20:52;13;0.2;5;1
1520;2014-08-28;18:57;4;0.05;8;1
1521;2015-01-19;14:38;2;0.12;9;1
1522;2014-10-20;17:02;11;0.17;3;1
1523;2014-09-10;14:38;6;0.12;1;1
1524;2015-01-08;14:52;5;0.13;4;1
1525;2014-04-24;19:40;4;0.12;2;2
1526;2014-12-15;19:40;3;0.17;6;1
1527;2015-01-07;13:40;6;0.11;9;2
1528;2014-06-19;14:52;1;0.12;7;1
1529;2015-01-29;15:21;2;0.1;9;1
1530;2014-12-21;18:14;2;0.08;8;1
1531;2014-10-21;17:45;8;0.05;2;2
1532;2014-05-18;20:24;9;0.08;6;1
1533;2014-02-10;18:28;1;0.12;3;1
1534;2014-06-15;23:45;7;0.12;2;1
1535;2014-11-25;22:48;2;0.05;1;2
1536;2015-01-29;16:04;1;0.1;8;2
1537;2014-10-06;21:07;13;0.09;1;2
1538;2014-11-01;23:16;8;0.2;5;1
1539;2014-07-24;18:43;9;0.17;9;1
1540;2014-03-18;22:04;7;0.12;7;2
1541;2014-03-21;14:38;11;0.12;4;1
1542;2014-08-13;12:57;9;0.13;8;1
1543;2015-01-04;20:24;5;0.08;1;1
1544;2014-12-19;19:55;10;0.2;5;1
1545;2014-10-19;23:02;9;0.07;2;1
1546;2014-03-23;14:52;1;0.15;2;2
1547;2014-03-10;23:31;5;0.13;9;2
1548;2014-12-23;21:21;4;0.07;6;1
1549;2014-10-25;23:31;10;0.2;5;1
1550;2014-06-23;18:43;5;0.05;4;1
1551;2014-08-10;15:36;14;0.05;9;1
1552;2014-03-19;15:07;7;0.12;2;1
1553;2014-11-04;23:45;16;0.06;6;1
1554;2014-07-21;15:36;6;0.07;4;2
1555;2014-08-12;16:04;6;0.08;3;1
1556;2014-12-02;18:14;12;0.12;7;2
1557;2014-09-04;0:00;12;0.15;4;1
1558;2014-09-24;23:31;15;0.16;1;1
1559;2014-11-21;20:38;3;0.2;5;1
1560;2014-03-08;22:48;17;0.08;2;1
1561;2014-05-15;18:14;15;0.13;1;1
1562;2014-11-11;19:55;5;0.07;1;1
1563;2014-02-11;17:02;17;0.14;4;1
1564;2014-10-17;18:57;17;0.2;5;1
1565;2014-04-18;20:38;9;0.06;7;2
1566;2014-03-21;18:43;2;0.05;8;1
1567;2014-02-07;20:38;4;0.11;3;1
1568;2014-04-12;21:21;4;0.08;4;1
1569;2014-03-12;15:50;5;0.05;6;1
1570;2014-02-23;19:12;17;0.15;9;1
1571;2014-09-07;16:19;13;0.14;3;2
1572;2014-12-19;20:24;17;0.2;5;1
1573;2014-08-24;12:57;3;0.05;9;1
1574;2014-05-06;16:33;11;0.13;6;1
1575;2014-06-02;17:45;13;0.14;3;1
1576;2014-11-14;22:04;3;0.2;5;1
1577;2014-02-22;22:48;16;0.12;9;1
1578;2014-03-16;13:26;10;0.06;6;1
1579;2014-02-11;13:55;16;0.07;3;2
1580;2014-11-22;22:33;14;0.2;5;1
1581;2014-04-23;20:38;3;0.05;7;1
1582;2014-08-04;16:48;1;0.11;3;2
1583;2014-07-06;22:04;11;0.13;4;1
1584;2014-02-22;22:04;8;0.11;4;1
1585;2014-12-22;21:21;11;0.11;7;1
1586;2014-07-31;18:28;12;0.15;8;2
1587;2014-06-21;19:26;8;0.16;3;1
1588;2014-12-27;18:57;10;0.2;5;1
1589;2014-12-31;20:24;7;0.16;4;1
1590;2014-03-11;22:19;3;0.12;3;1
1591;2015-01-13;13:26;2;0.16;6;1
1592;2014-08-03;20:52;12;0.09;7;1
1593;2014-03-12;17:31;14;0.11;6;2
1594;2014-10-28;20:52;5;0.15;8;1
1595;2014-10-05;17:16;3;0.13;7;2
1596;2014-03-01;16:33;12;0.14;6;1
1597;2014-04-18;13:55;14;0.09;6;1
1598;2014-08-15;13:12;2;0.13;4;1
1599;2014-12-24;13:26;14;0.09;2;1
1600;2014-06-30;13:55;2;0.08;7;2
1601;2015-01-28;23:45;7;0.06;3;1
1602;2014-03-16;16:48;16;0.09;8;2
1603;2014-09-09;14:38;17;0.16;4;1
1604;2014-06-09;14:38;12;0.12;6;2
1605;2014-11-03;20:09;3;0.11;3;1
1606;2014-03-17;17:31;16;0.06;8;1
1607;2014-07-28;21:07;15;0.1;7;2
1608;2014-06-21;16:19;11;0.12;1;1
1609;2014-08-09;14:52;2;0.11;1;1
1610;2014-10-17;22:33;3;0.2;5;1
1611;2014-12-24;16:33;9;0.11;4;1
1612;2014-02-13;16:19;15;0.12;2;2
1613;2014-07-23;23:45;2;0.08;9;1
1614;2014-06-03;13:40;4;0.13;7;1
1615;2014-06-13;14:24;5;0.1;3;1
1616;2014-08-24;18:57;1;0.08;8;1
1617;2014-08-07;16:33;17;0.08;3;1
1618;2014-04-24;15:07;4;0.07;8;1
1619;2014-12-29;18:00;10;0.17;3;1
1620;2014-09-10;18:28;10;0.06;7;1
1621;2014-03-14;18:57;10;0.05;1;2
1622;2014-06-02;12:57;6;0.16;2;2
1623;2014-12-10;14:38;12;0.05;1;2
1624;2014-05-29;17:45;10;0.15;1;1
1625;2014-11-15;23:16;8;0.2;5;1
1626;2014-08-15;18:00;1;0.05;6;1
1627;2014-11-20;20:09;4;0.08;8;1
1628;2014-06-06;19:26;17;0.1;1;2
1629;2014-04-24;13:40;7;0.05;1;1
1630;2014-10-29;18:00;3;0.16;2;1
1631;2015-01-18;19:12;15;0.16;2;1
1632;2014-06-12;21:07;13;0.05;7;1
1633;2014-08-10;15:21;14;0.1;9;1
1634;2014-03-28;16:48;14;0.07;3;1
1635;2014-05-01;22:04;10;0.13;9;1
1636;2014-06-19;14:38;11;0.05;4;2
1637;2015-01-10;19:26;17;0.2;5;1
1638;2014-06-25;20:38;16;0.15;1;2
1639;2014-07-31;14:52;17;0.08;2;1
1640;2015-01-01;16:04;14;0.17;7;1
1641;2014-06-16;21:21;6;0.1;7;1
1642;2014-07-28;23:31;14;0.16;4;1
1643;2014-06-10;23:45;6;0.06;8;1
1644;2014-08-03;20:24;8;0.09;4;1
1645;2014-03-29;21:50;5;0.12;7;2
1646;2014-09-01;22:33;4;0.08;2;1
1647;2014-06-27;19:40;6;0.16;9;1
1648;2014-10-28;15:21;11;0.09;8;1
1649;2014-03-01;15:50;3;0.06;1;1
1650;2014-05-24;18:14;13;0.07;9;1
1651;2014-04-18;13:55;8;0.14;7;1
1652;2014-10-27;20:38;4;0.17;8;1
1653;2014-11-14;18:28;3;0.2;5;1
1654;2014-07-14;21:50;11;0.14;7;1
1655;2014-11-24;20:38;5;0.17;9;1
1656;2014-07-27;14:24;8;0.05;8;1
1657;2014-07-31;13:12;11;0.11;4;2
1658;2014-04-07;16:33;16;0.09;8;1
1659;2014-07-16;23:45;4;0.09;3;1
1660;2014-04-16;23:02;3;0.06;6;2
1661;2014-10-25;22:33;12;0.2;5;1
1662;2014-02-19;23:45;14;0.08;3;1
1663;2014-03-21;18:43;15;0.1;6;1
1664;2014-04-23;16:19;1;0.1;7;1
1665;2014-06-11;16:19;2;0.16;7;2
1666;2014-12-07;21:21;13;0.09;3;1
1667;2014-12-21;13:12;15;0.05;9;2
1668;2014-04-15;0:00;10;0.09;8;1
1669;2014-10-08;16:48;3;0.13;8;1
1670;2014-07-05;23:45;10;0.12;8;1
1671;2014-04-06;17:31;4;0.1;1;2
1672;2014-03-26;13:12;13;0.16;6;2
1673;2014-06-10;21:36;17;0.14;1;2
1674;2014-02-23;22:33;10;0.1;4;1
1675;2014-09-05;23:02;2;0.2;5;1
1676;2014-12-10;22:19;3;0.14;4;2
1677;2014-07-06;15:07;4;0.07;1;2
1678;2014-02-09;16:48;11;0.11;9;2
1679;2014-09-19;21:21;12;0.2;5;1
1680;2015-01-12;20:52;15;0.15;1;2
1681;2014-06-17;14:24;11;0.05;8;1
1682;2014-02-13;16:04;2;0.1;6;1
1683;2014-04-01;14:24;16;0.08;7;1
1684;2014-06-20;16:48;12;0.16;3;1
1685;2014-07-26;19:55;8;0.15;3;1
1686;2014-02-18;20:52;2;0.11;1;1
1687;2014-12-15;23:16;17;0.13;6;1
1688;2014-11-19;16:19;16;0.05;4;1
1689;2015-01-29;21:50;13;0.05;8;1
1690;2014-09-17;13:12;7;0.05;6;1
1691;2014-05-13;23:45;12;0.17;6;1
1692;2014-11-01;15:50;11;0.14;4;1
1693;2015-01-04;15:21;11;0.08;2;2
1694;2014-04-30;19:55;11;0.15;2;1
1695;2014-06-13;22:04;11;0.11;4;1
1696;2014-12-05;0:00;15;0.2;5;1
1697;2014-11-04;23:31;6;0.11;8;1
1698;2014-10-10;18:14;11;0.2;5;1
1699;2014-06-07;22:48;3;0.09;1;1
1700;2015-01-07;16:48;6;0.07;7;2
1701;2014-02-21;21:36;11;0.11;4;2
1702;2014-12-12;20:52;15;0.2;5;1
1703;2014-08-20;14:38;9;0.15;3;1
1704;2014-02-28;15:21;9;0.07;8;2
1705;2014-09-16;20:38;9;0.1;6;1
1706;2014-02-24;23:02;14;0.11;8;1
1707;2014-08-23;16:19;2;0.06;2;1
1708;2014-11-09;17:45;2;0.14;8;1
1709;2015-01-28;21:50;12;0.15;8;1
1710;2014-08-16;13:55;10;0.1;6;1
1711;2014-10-14;14:52;2;0.11;1;2
1712;2014-10-08;14:38;1;0.05;6;2
1713;2014-10-06;16:04;14;0.05;6;1
1714;2014-06-17;18:14;14;0.06;2;1
1715;2014-05-15;22:33;13;0.07;6;2
1716;2014-07-06;14:09;9;0.12;7;1
1717;2014-07-04;15:36;5;0.15;1;1
1718;2014-05-17;17:31;12;0.06;1;1
1719;2015-01-20;16:04;3;0.06;9;1
1720;2015-01-25;15:07;13;0.16;1;1
1721;2014-08-07;19:40;13;0.08;8;1
1722;2014-05-28;20:09;1;0.08;4;1
1723;2014-04-04;14:52;4;0.09;8;2
1724;2014-07-26;23:16;13;0.05;1;2
1725;2014-03-23;22:19;16;0.06;7;1
1726;2014-03-20;19:26;14;0.13;9;1
1727;2014-11-13;17:31;10;0.05;1;1
1728;2014-03-31;14:24;14;0.06;6;1
1729;2014-12-24;21:50;9;0.09;2;1
1730;2014-08-22;19:40;5;0.07;7;1
1731;2014-11-19;13:26;14;0.05;6;1
1732;2014-08-22;19:55;6;0.05;9;1
1733;2014-07-23;12:57;9;0.14;8;1
1734;2014-12-07;13:55;5;0.15;2;2
1735;2014-06-24;17:16;17;0.09;7;2
1736;2014-03-10;17:16;7;0.08;1;2
1737;2014-03-23;21:50;14;0.08;3;1
1738;2014-12-14;14:24;7;0.14;2;2
1739;2014-07-18;19:26;16;0.15;2;1
1740;2014-08-11;21:07;15;0.13;4;2
1741;2015-01-23;20:38;7;0.2;5;1
1742;2014-08-11;18:28;6;0.06;2;1
1743;2015-01-11;22:04;11;0.06;3;2
1744;2014-10-13;20:38;16;0.15;7;1
1745;2014-02-18;17:31;15;0.14;3;1
1746;2014-03-26;19:26;11;0.05;6;1
1747;2014-12-15;19:40;17;0.17;7;1
1748;2014-11-11;15:21;10;0.09;6;1
1749;2014-08-15;16:48;6;0.15;7;1
1750;2014-05-07;21:21;11;0.08;3;1
1751;2014-09-07;13:26;5;0.07;6;2
1752;2015-01-13;17:45;2;0.13;4;1
1753;2014-02-25;0:00;7;0.15;2;1
1754;2014-09-14;14:24;2;0.12;1;1
1755;2014-09-13;23:02;14;0.2;5;1
1756;2014-12-05;16:19;17;0.1;1;2
1757;2014-06-02;0:00;9;0.06;7;1
1758;2014-05-14;22:04;12;0.08;6;2
1759;2014-02-21;19:40;8;0.16;6;1
1760;2015-01-12;0:00;5;0.11;9;1
1761;2014-07-30;18:28;10;0.17;6;1
1762;2014-07-23;16:48;15;0.08;3;1
1763;2014-07-26;22:19;1;0.1;2;1
1764;2014-08-24;20:09;17;0.11;4;1
1765;2014-06-15;15:36;6;0.08;2;1
1766;2014-08-14;19:26;3;0.07;9;1
1767;2014-11-04;17:16;15;0.09;4;1
1768;2014-08-21;16:19;10;0.09;2;1
1769;2014-08-31;18:43;10;0.09;8;1
1770;2014-06-24;16:04;5;0.05;8;2
1771;2014-03-20;13:12;6;0.11;4;2
1772;2014-11-25;13:55;5;0.13;3;1
1773;2014-11-06;19:55;1;0.08;2;1
1774;2014-07-08;19:40;17;0.11;9;1
1775;2014-10-26;21:36;16;0.11;2;1
1776;2014-04-08;18:43;8;0.15;4;1
1777;2014-07-07;23:45;3;0.1;3;1
1778;2014-03-31;21:50;16;0.1;2;1
1779;2014-02-23;16:48;16;0.15;4;2
1780;2014-06-16;23:45;2;0.14;4;1
1781;2014-04-08;15:50;15;0.11;3;1
1782;2014-04-23;17:02;7;0.06;8;1
1783;2014-10-07;13:55;14;0.16;4;1
1784;2014-05-09;13:26;1;0.08;9;1
1785;2014-05-31;13:40;15;0.14;2;1
1786;2014-05-16;20:24;13;0.14;3;1
1787;2014-10-21;17:02;2;0.15;3;1
1788;2014-05-29;15:07;7;0.05;6;2
1789;2014-12-04;17:31;11;0.12;6;1
1790;2014-09-17;14:38;10;0.05;4;1
1791;2014-09-07;18:43;5;0.06;2;1
1792;2014-04-18;22:04;3;0.07;3;1
1793;2014-08-29;20:38;9;0.13;6;1
1794;2014-03-01;19:55;1;0.12;9;2
1795;2015-01-07;20:38;5;0.11;6;2
1796;2014-06-26;21:07;9;0.13;1;1
1797;2014-03-01;14:24;3;0.14;1;1
1798;2014-09-05;20:24;5;0.2;5;1
1799;2014-09-17;13:26;15;0.13;7;1
1800;2014-08-01;13:55;14;0.05;9;1
1801;2015-01-09;22:19;16;0.2;5;1
1802;2014-02-07;18:00;6;0.07;3;1
1803;2014-09-10;16:33;17;0.13;6;2
1804;2014-10-30;15:21;8;0.08;9;1
1805;2014-04-06;23:02;4;0.12;2;1
1806;2014-03-20;17:16;5;0.07;7;1
1807;2014-09-20;17:31;10;0.15;8;1
1808;2014-12-25;21:21;17;0.05;6;1
1809;2014-04-12;15:07;10;0.17;3;1
1810;2014-10-26;22:04;10;0.17;3;1
1811;2014-08-24;15:36;7;0.11;8;1
1812;2014-05-08;15:36;3;0.07;8;2
1813;2014-10-31;14:09;2;0.16;9;1
1814;2014-09-18;23:02;14;0.16;8;2
1815;2014-06-02;23:31;13;0.05;8;1
1816;2014-02-14;22:48;13;0.17;6;1
1817;2014-08-07;0:00;9;0.08;4;2
1818;2014-05-13;23:02;17;0.06;4;1
1819;2014-10-14;20:24;17;0.08;2;1
1820;2014-10-13;21:21;13;0.07;7;2
1821;2014-03-27;22:48;6;0.14;9;2
1822;2014-07-17;19:12;4;0.1;3;1
1823;2014-03-03;0:00;8;0.08;3;1
1824;2014-07-09;19:26;16;0.14;6;2
1825;2014-02-01;15:21;13;0.16;7;1
1826;2014-03-12;18:14;12;0.07;8;1
1827;2014-11-07;19:40;17;0.2;5;1
1828;2014-11-09;16:48;3;0.14;9;2
1829;2014-11-02;16:19;15;0.15;2;1
1830;2014-03-16;19:26;16;0.14;3;1
1831;2014-05-07;16:48;13;0.13;6;1
1832;2014-11-12;17:16;4;0.11;2;2
1833;2014-11-20;14:52;16;0.09;7;2
1834;2014-03-29;18:43;14;0.09;9;1
1835;2014-10-11;19:26;2;0.2;5;1
1836;2014-05-02;22:04;11;0.09;7;1
1837;2014-09-03;21:36;1;0.07;7;1
1838;2014-02-22;20:38;17;0.07;7;1
1839;2014-02-03;14:52;17;0.09;6;1
1840;2014-11-05;18:00;12;0.1;1;2
1841;2014-12-05;20:24;7;0.2;5;1
1842;2014-05-27;20:52;1;0.12;4;2
1843;2014-12-20;13:55;15;0.15;4;1
1844;2014-05-25;15:36;3;0.16;7;2
1845;2014-03-24;22:33;7;0.08;8;1
1846;2014-03-15;19:12;11;0.11;9;1
1847;2014-05-26;14:24;16;0.13;7;1
1848;2014-09-01;0:00;14;0.08;9;1
1849;2014-12-22;13:12;10;0.08;9;2
1850;2014-03-16;22:19;16;0.11;7;1
1851;2015-01-02;23:16;7;0.2;5;1
1852;2014-05-08;18:57;4;0.06;7;2
1853;2014-07-02;13:55;3;0.14;9;1
1854;2014-07-10;17:31;16;0.14;6;2
1855;2014-02-13;18:00;12;0.09;1;2
1856;2014-11-18;23:31;11;0.16;6;1
1857;2014-08-15;16:04;4;0.13;7;1
1858;2014-12-05;20:09;8;0.2;5;1
1859;2014-07-21;17:02;12;0.15;3;1
1860;2014-03-22;21:21;5;0.06;9;1
1861;2014-03-13;22:04;3;0.06;7;2
1862;2014-03-25;18:14;10;0.12;9;1
1863;2014-08-11;13:40;15;0.08;6;1
1864;2014-12-24;14:09;15;0.15;7;1
1865;2014-08-17;21:50;5;0.13;3;1
1866;2014-06-27;16:19;9;0.05;6;1
1867;2014-09-15;19:40;17;0.14;1;1
1868;2014-03-27;18:43;17;0.12;7;1
1869;2014-08-05;17:45;12;0.15;8;2
1870;2014-02-28;22:19;15;0.06;7;2
1871;2014-09-01;13:12;16;0.05;6;2
1872;2014-12-10;13:40;17;0.15;4;1
1873;2014-02-02;13:55;14;0.06;2;2
1874;2015-01-29;13:26;4;0.05;8;1
1875;2014-05-16;22:33;8;0.06;3;2
1876;2015-01-11;19:40;16;0.12;1;1
1877;2014-04-06;22:19;10;0.09;8;1
1878;2015-01-24;13:26;16;0.07;8;2
1879;2014-05-24;18:28;16;0.12;7;1
1880;2014-08-16;16:48;14;0.15;7;2
1881;2014-07-11;19:40;14;0.06;4;1
1882;2015-01-18;19:12;12;0.07;1;1
1883;2014-04-13;20:38;1;0.1;6;1
1884;2014-08-17;20:24;8;0.15;6;2
1885;2014-09-16;21:21;6;0.15;8;1
1886;2014-05-01;19:12;11;0.1;7;1
1887;2014-11-30;23:16;8;0.11;1;1
1888;2014-08-19;16:19;13;0.15;3;1
1889;2014-06-19;18:14;6;0.07;4;1
1890;2014-08-16;21:21;12;0.1;7;1
1891;2014-07-17;23:16;10;0.1;9;1
1892;2014-12-12;16:19;1;0.05;3;1
1893;2014-03-27;17:31;6;0.1;6;2
1894;2014-09-13;13:26;6;0.07;3;1
1895;2014-08-15;17:45;7;0.16;4;1
1896;2014-08-04;16:48;13;0.14;6;1
1897;2014-04-22;17:16;5;0.16;6;2
1898;2014-12-08;13:40;4;0.16;8;1
1899;2014-04-18;16:04;4;0.1;8;1
1900;2014-09-14;0:00;9;0.07;6;1
1901;2014-10-13;14:52;12;0.06;1;2
1902;2014-10-12;19:26;8;0.08;9;1
1903;2014-11-11;15:36;4;0.16;2;1
1904;2014-11-05;21:07;13;0.08;4;1
1905;2014-03-29;13:12;2;0.15;1;1
1906;2014-08-10;21:50;9;0.1;2;1
1907;2014-10-26;20:38;8;0.08;4;1
1908;2014-10-28;18:43;4;0.09;7;2
1909;2015-01-11;16:33;8;0.14;4;1
1910;2014-11-04;21:21;10;0.12;4;1
1911;2014-08-24;17:02;10;0.15;8;1
1912;2014-07-07;14:09;7;0.11;2;2
1913;2014-07-01;12:57;7;0.11;7;1
1914;2014-11-28;15:21;10;0.05;8;1
1915;2014-12-30;23:02;6;0.17;2;1
1916;2014-03-12;21:36;11;0.05;2;2
1917;2014-09-27;22:04;11;0.2;5;1
1918;2014-06-05;18:57;5;0.11;1;1
1919;2014-05-17;22:19;9;0.16;2;1
1920;2014-08-03;18:28;4;0.15;1;1
1921;2014-03-14;20:24;14;0.09;3;1
1922;2014-10-11;19:26;16;0.2;5;1
1923;2014-10-02;22:48;11;0.15;3;2
1924;2014-07-01;21:50;6;0.05;2;2
1925;2014-05-16;20:24;4;0.1;7;1
1926;2014-09-09;18:57;14;0.07;8;2
1927;2014-02-11;18:57;3;0.11;7;2
1928;2014-05-04;21:36;9;0.06;1;1
1929;2014-09-10;13:55;15;0.16;4;1
1930;2014-04-16;18:57;13;0.14;4;2
1931;2014-05-20;16:33;8;0.06;9;2
1932;2014-04-13;0:00;14;0.16;8;1
1933;2014-04-02;16:04;14;0.17;4;1
1934;2014-10-04;15:21;8;0.08;1;2
1935;2014-07-27;14:52;17;0.12;3;1
1936;2014-08-01;19:26;11;0.08;4;1
1937;2014-05-29;20:52;3;0.13;2;2
1938;2014-04-11;15:07;17;0.09;9;1
1939;2014-11-15;18:57;14;0.2;5;1
1940;2014-04-16;23:16;16;0.05;7;1
1941;2014-12-15;15:07;4;0.07;4;1
1942;2014-06-13;20:52;12;0.07;2;2
1943;2014-02-22;17:16;10;0.14;9;1
1944;2014-10-15;20:38;9;0.16;6;1
1945;2014-04-20;23:02;7;0.1;9;1
1946;2014-12-12;22:33;1;0.2;5;1
1947;2014-05-26;15:36;5;0.06;1;2
1948;2014-08-12;21:07;14;0.17;3;2
1949;2014-08-17;15:36;4;0.07;1;1
1950;2014-07-30;15:07;17;0.07;9;2
1951;2014-04-13;12:57;6;0.1;3;1
1952;2014-04-21;20:38;5;0.13;1;1
1953;2014-03-29;21:21;8;0.07;7;1
1954;2014-06-18;19:12;12;0.09;2;2
1955;2014-05-03;0:00;16;0.16;1;1
1956;2014-05-27;23:02;12;0.16;7;1
1957;2014-07-23;22:48;7;0.14;3;1
1958;2014-11-07;13:12;9;0.1;6;2
1959;2014-03-25;21:21;6;0.13;2;1
1960;2014-06-12;13:26;9;0.14;4;1
1961;2014-09-14;16:48;17;0.05;6;1
1962;2014-06-26;22:33;14;0.16;8;1
1963;2014-10-11;18:28;16;0.2;5;1
1964;2014-11-23;22:04;4;0.07;6;2
1965;2014-12-07;18:57;2;0.06;2;1
1966;2014-12-28;20:09;7;0.08;1;1
1967;2014-05-04;0:00;14;0.07;6;1
1968;2014-04-06;23:02;9;0.05;7;2
1969;2014-08-14;23:45;10;0.06;4;1
1970;2015-01-21;13:55;6;0.06;9;1
1971;2014-03-25;13:55;15;0.08;4;1
1972;2014-05-19;23:31;5;0.11;2;1
1973;2014-08-31;17:31;4;0.08;3;1
1974;2014-08-20;22:48;14;0.05;4;1
1975;2014-08-23;17:31;1;0.17;1;2
1976;2014-10-09;17:02;15;0.15;9;1
1977;2014-03-18;23:16;15;0.05;9;1
1978;2014-12-27;18:14;11;0.2;5;1
1979;2014-11-10;18:57;5;0.17;1;1
1980;2014-12-03;17:45;14;0.13;2;2
1981;2014-06-07;16:04;6;0.16;9;1
1982;2014-05-07;18:00;15;0.07;1;2
1983;2014-11-18;19:55;2;0.06;2;1
1984;2014-10-04;19:40;4;0.2;5;1
1985;2014-12-14;22:48;7;0.05;3;2
1986;2014-04-21;18:00;2;0.14;4;1
1987;2014-09-05;19:55;9;0.2;5;1
1988;2014-02-13;18:57;9;0.15;7;1
1989;2014-12-27;19:26;14;0.2;5;1
1990;2014-12-07;20:24;15;0.1;6;2
1991;2014-11-25;16:19;15;0.05;4;2
1992;2015-01-24;18:43;1;0.2;5;1
1993;2015-01-10;19:12;17;0.2;5;1
1994;2014-08-08;22:33;12;0.15;3;1
1995;2014-08-11;22:33;16;0.06;6;2
1996;2014-04-08;17:45;2;0.17;7;1
1997;2014-10-18;19:40;11;0.2;5;1
1998;2015-01-01;22:19;6;0.11;8;1
1999;2015-01-04;18:00;7;0.1;6;1
2000;2014-07-10;21:21;15;0.05;8;1
2001;2014-12-04;20:52;10;0.16;1;1
2002;2014-06-11;15:21;7;0.14;8;2
2003;2014-06-28;16:04;4;0.05;1;1
2004;2014-12-01;17:16;7;0.05;9;2
2005;2014-09-18;18:00;7;0.15;8;2
2006;2014-11-12;19:12;14;0.16;9;1
2007;2015-01-13;21:21;4;0.1;6;1
2008;2014-10-03;0:00;17;0.2;5;1
2009;2014-11-09;20:38;5;0.13;4;1
2010;2014-08-27;13:55;6;0.16;3;1
2011;2014-02-23;19:12;14;0.05;8;1
2012;2015-01-04;22:19;17;0.13;8;1
2013;2014-05-24;19:40;12;0.13;8;1
2014;2014-04-06;20:52;2;0.13;9;2
2015;2014-02-13;16:33;3;0.05;7;1
2016;2014-06-25;13:12;3;0.07;3;1
2017;2014-12-29;0:00;16;0.13;2;2
2018;2014-12-19;0:00;15;0.2;5;1
2019;2014-05-14;18:14;8;0.1;6;2
2020;2014-12-14;18:57;8;0.13;6;1
2021;2014-04-29;23:45;7;0.16;6;1
2022;2014-09-06;21:07;13;0.2;5;1
2023;2014-03-14;18:43;16;0.11;8;1
2024;2014-10-13;22:04;11;0.05;7;1
2025;2014-03-29;22:48;17;0.13;2;1
2026;2014-10-04;0:00;15;0.2;5;1
2027;2015-01-10;19:26;11;0.2;5;1
2028;2014-03-11;22:33;14;0.09;9;2
2029;2014-07-12;17:16;11;0.17;6;2
2030;2014-04-06;17:02;2;0.17;8;1
2031;2014-05-31;22:33;10;0.1;9;1
2032;2014-10-20;14:52;17;0.17;3;2
2033;2014-05-25;20:38;16;0.15;9;1
2034;2014-09-24;15:21;8;0.14;7;1
2035;2014-05-22;16:48;3;0.15;1;1
2036;2014-03-11;15:21;10;0.09;4;1
2037;2014-02-04;18:57;7;0.11;7;1
2038;2014-02-27;15:50;15;0.06;7;1
2039;2014-04-14;14:52;15;0.11;9;1
2040;2014-03-25;21:07;16;0.07;6;2
2041;2014-04-09;14:24;16;0.11;3;1
2042;2014-12-19;20:24;4;0.2;5;1
2043;2014-06-25;16:48;17;0.08;8;1
2044;2014-03-30;20:38;17;0.05;7;2
2045;2014-06-10;0:00;9;0.13;7;2
2046;2014-04-18;13:12;16;0.11;6;2
2047;2014-12-22;18:14;13;0.17;3;1
2048;2014-12-10;22:33;12;0.17;1;1
2049;2014-03-10;13:40;12;0.17;7;1
